load_area,feature,importance,importance_norm
DEOK,peak_hour_lag_2d,0.03947874903678894,0.03947874874264934
DEOK,peak_hour_lag_3d,0.03232080116868019,0.03232080092787146
DEOK,peak_hour_lag_4d,0.06052582338452339,0.060525822933570866
DEOK,peak_hour_lag_5d,0.032762616872787476,0.03276261662868696
DEOK,peak_hour_lag_6d,0.0340045690536499,0.03400456880029612
DEOK,peak_hour_lag_7d,0.0930875837802887,0.09308758308673215
DEOK,peak_hour_lag_8d,0.031923647969961166,0.031923647732111454
DEOK,peak_hour_lag_9d,0.03440934419631958,0.03440934393994999
DEOK,peak_hour_bf_lag_1yr,0.04085751622915268,0.04085751592474046
DEOK,peak_hour_bf_lag_2yr,0.043267492204904556,0.04326749188253662
DEOK,peak_hour_bf_lag_3yr,0.03958379104733467,0.039583790752412445
DEOK,peak_hour_bf_lag_4yr,0.04345644265413284,0.043456442330357115
DOM,day_of_week,0.054169911891222,0.054169908839017636
DOM,month,0.14631463587284088,0.14631462762874087
DOM,day_of_month,0.006475877016782761,0.006475876651899389
DOM,is_blackfriday,0.0,0.0
DOM,is_thanksgiving,0.0,0.0
DOM,days_from_bf,0.1135924831032753,0.11359247670290541
DOM,peak_hour_lag_2d,0.07831864058971405,0.07831863617684925
DOM,peak_hour_lag_3d,0.07508396357297897,0.0750839593423721
DOM,peak_hour_lag_4d,0.08293696492910385,0.08293696025601952
DOM,peak_hour_lag_5d,0.041385065764188766,0.041385063432346714
DOM,peak_hour_lag_6d,0.06652882695198059,0.066528823203413
DOM,peak_hour_lag_7d,0.12999649345874786,0.1299964861340938
DOM,peak_hour_lag_8d,0.07551408559083939,0.07551408133599728
DOM,peak_hour_lag_9d,0.02994832582771778,0.029948324140278985
DOM,peak_hour_bf_lag_1yr,0.001336182001978159,0.0013361819266909673
DOM,peak_hour_bf_lag_2yr,0.011791802942752838,0.011791802278343554
DOM,peak_hour_bf_lag_3yr,0.03331715986132622,0.03331715798407042
DOM,peak_hour_bf_lag_4yr,0.053289636969566345,0.05328963396696108
DPLCO,day_of_week,0.038390152156353,0.03839015258539639
DPLCO,month,0.2333013415336609,0.2333013441410066
DPLCO,day_of_month,0.024286571890115738,0.024286572161539333
DPLCO,is_blackfriday,0.0,0.0
DPLCO,is_thanksgiving,0.0,0.0
DPLCO,days_from_bf,0.1548936367034912,0.15489363843456253
DPLCO,peak_hour_lag_2d,0.06965772062540054,0.06965772140388625
DPLCO,peak_hour_lag_3d,0.036823444068431854,0.03682344447996592
DPLCO,peak_hour_lag_4d,0.06083536520600319,0.06083536588589138
DPLCO,peak_hour_lag_5d,0.04574159160256386,0.04574159211376599
DPLCO,peak_hour_lag_6d,0.0640958771109581,0.06409587782728536
DPLCO,peak_hour_lag_7d,0.06062440201640129,0.06062440269393179
DPLCO,peak_hour_lag_8d,0.038713935762643814,0.03871393619530577
DPLCO,peak_hour_lag_9d,0.04794134199619293,0.04794134253197919
DPLCO,peak_hour_bf_lag_1yr,0.04130382463335991,0.04130382509496613
DPLCO,peak_hour_bf_lag_2yr,0.024949390441179276,0.024949390720010445
DPLCO,peak_hour_bf_lag_3yr,0.02033676952123642,0.020336769748517534
DPLCO,peak_hour_bf_lag_4yr,0.038104623556137085,0.038104623981989445
DUQ,day_of_week,0.0675927996635437,0.06759279626420606
DUQ,month,0.18078425526618958,0.18078424617429328
DUQ,day_of_month,0.026015618816018105,0.026015617507655783
DUQ,is_blackfriday,0.0,0.0
DUQ,is_thanksgiving,0.027547135949134827,0.02754713456375034
DUQ,days_from_bf,0.1297893077135086,0.12978930118622048
DUQ,peak_hour_lag_2d,0.04618320241570473,0.04618320009308606
DUQ,peak_hour_lag_3d,0.04390377551317215,0.04390377330518909
DUQ,peak_hour_lag_4d,0.03305333852767944,0.03305333686538023
DUQ,peak_hour_lag_5d,0.03783421963453293,0.03783421773179643
DUQ,peak_hour_lag_6d,0.03623395040631294,0.03623394858405625
DUQ,peak_hour_lag_7d,0.11323725432157516,0.11323724862671325
DUQ,peak_hour_lag_8d,0.04576016217470169,0.04576015987335832
DUQ,peak_hour_lag_9d,0.03844491019845009,0.0384449082650011
DUQ,peak_hour_bf_lag_1yr,0.05012493580579758,0.05012493328494355
DUQ,peak_hour_bf_lag_2yr,0.048724718391895294,0.04872471594146019
DUQ,peak_hour_bf_lag_3yr,0.032987456768751144,0.03298745510976522
DUQ,peak_hour_bf_lag_4yr,0.041783008724451065,0.04178300662312437
EASTON,day_of_week,0.08080507814884186,0.08080508025599853
EASTON,month,0.1493293195962906,0.14932932349035616
EASTON,day_of_month,0.022118007764220238,0.02211800834099225
EASTON,is_blackfriday,0.0,0.0
EASTON,is_thanksgiving,0.0,0.0
