datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,AE,AECO,1017.985,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,AEP,AEPAPT,4237.886,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2652.100,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,AEP,AEPKPT,708.742,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,AEP,AEPOPT,5278.025,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,AP,AP,5007.141,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,BC,BC,3131.964,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,CE,CE,10196.542,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,DAY,DAY,1644.000,False
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,DEOK,DEOK,2589.192,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,SERC,SOUTH,DOM,DOM,10069.639,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1876.180,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,DUQ,DUQ,1369.565,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,DPL,EASTON,28.214,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,SERC,WEST,EKPC,EKPC,1437.476,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,JC,JC,2253.646,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,ME,ME,1438.211,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,ATSI,OE,6050.096,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,ATSI,PAPWR,496.054,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,PE,PE,3994.996,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2579.702,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,PL,PLCO,3884.762,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,PN,PN,1768.582,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,PS,PS,4270.538,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,RECO,RECO,134.243,False
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,PEP,SMECO,389.894,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,MIDATL,PL,UGI,111.325,True
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RTO,RTO,RTO,RTO,78616.700,False
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,AE,AECO,964.157,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,AEP,AEPAPT,4145.148,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2615.730,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,AEP,AEPKPT,696.321,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,AEP,AEPOPT,5134.412,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,AP,AP,4881.562,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,BC,BC,3091.413,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,CE,CE,9892.887,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,DAY,DAY,1608.000,False
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,DEOK,DEOK,2555.471,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,SERC,SOUTH,DOM,DOM,9815.292,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,DPL,DPLCO,1815.764,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,DUQ,DUQ,1335.855,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,DPL,EASTON,27.316,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,SERC,WEST,EKPC,EKPC,1401.854,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,JC,JC,2105.421,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,ME,ME,1388.704,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,ATSI,OE,5896.270,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,ATSI,PAPWR,478.147,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,PE,PE,3832.683,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2484.239,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,PL,PLCO,3730.981,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,PN,PN,1703.473,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,PS,PS,4097.139,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,RECO,RECO,124.398,False
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,PEP,SMECO,377.719,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,MIDATL,PL,UGI,105.828,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RTO,RTO,RTO,RTO,76306.184,False
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,AE,AECO,921.292,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,AEP,AEPAPT,4088.080,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,AEP,AEPIMP,2644.853,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,AEP,AEPKPT,688.808,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,AEP,AEPOPT,5066.309,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,AP,AP,4760.732,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,BC,BC,2999.455,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,CE,CE,9654.271,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,DAY,DAY,1584.000,False
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,DEOK,DEOK,2516.708,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,SERC,SOUTH,DOM,DOM,9612.893,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,DPL,DPLCO,1763.763,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,DUQ,DUQ,1311.670,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,DPL,EASTON,26.711,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,SERC,WEST,EKPC,EKPC,1364.993,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,JC,JC,1999.381,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,ME,ME,1340.938,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,ATSI,OE,5745.176,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,ATSI,PAPWR,469.152,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,PE,PE,3707.199,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2456.683,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,PL,PLCO,3638.017,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,PN,PN,1652.456,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,PS,PS,3947.429,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,RECO,RECO,117.468,False
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,PEP,SMECO,367.000,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,MIDATL,PL,UGI,101.775,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RTO,RTO,RTO,RTO,74547.212,False
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,MIDATL,AE,AECO,897.977,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,AEP,AEPAPT,4040.053,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,AEP,AEPIMP,2581.332,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,AEP,AEPKPT,677.851,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,AEP,AEPOPT,5067.847,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,AP,AP,4718.983,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,MIDATL,BC,BC,3016.362,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,CE,CE,9437.000,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,DAY,DAY,1570.000,False
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,DEOK,DEOK,2501.684,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,SERC,SOUTH,DOM,DOM,9524.088,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,MIDATL,DPL,DPLCO,1746.056,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,DUQ,DUQ,1287.996,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,MIDATL,DPL,EASTON,26.915,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,SERC,WEST,EKPC,EKPC,1344.452,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,MIDATL,JC,JC,1947.944,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,MIDATL,ME,ME,1322.815,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,ATSI,OE,5731.607,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,ATSI,PAPWR,470.660,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,MIDATL,PE,PE,3625.393,True
